user_id	name	surname	birth_date	debt
47311c0d-d67a-4e41-8a3b-0ec23b1562ca	Egor	Eremenko	2025-05-23	
b6c122d0-4d2c-491f-8016-73ccce878eeb	Egor	Kostin	2022-03-30	
fcb7e1db-356b-4631-8817-61a7e2562222	Danil	Prudnikov	2008-11-29	
f241bf76-a9f1-472c-b5c4-a065dcb8cd64	Egor	Kostin	2016-11-18	
cd4f1ad5-f015-4be6-ad62-235f63f97f54	Dima	Lyadskiy	2028-01-04	
8e89627a-3336-4f69-93cb-800df2a0147c	Dima	Eremenko	2025-01-15	
34f4efcd-8c3f-458c-b238-bbc8637a0111	Andrew	Lyadskiy	2007-08-05	
1d526a9f-5bf7-4d4e-b6c6-0e14b9546717	Andrew	Prudnikov	2020-08-25	
31a0d465-9375-4bee-b28a-72f4ac17d673	Andrew	Eremenko	2024-01-31	
9a9db987-0226-42b8-bd2b-2725feff792e	Danil	Kostin	2020-06-13	46314
50ade779-0b61-4e01-bc4b-88e84ffc97d4	Danil	Kostin	2020-01-26	36705
fe878e5d-8038-4100-bd25-a9b0287174c5	Danil	Lyadskiy	2021-07-08	
4faf9d05-3940-47eb-b534-981986573b59	Andrew	Kostin	2009-08-24	
9d86c23b-41b9-4b53-a75d-59388ea79689	Andrew	Prudnikov	2021-05-06	
6ff5d6a3-4d9b-4e6d-a70f-7fa0faf1a768	Egor	Eremenko	2009-01-31	48755
8fc7b845-e4ed-4875-b5c2-1c80be687477	Danil	Prudnikov	2006-03-20	32347
59d0a1bb-9c8c-43ec-8eb7-ec3260bb676f	Dima	Lyadskiy	2006-11-23	
552db104-b3e3-4d88-a873-bcb9e4b8e075	Danil	Eremenko	2016-09-17	63889
6816e648-11dd-4203-86cd-6c24ed88e4ab	Egor	Lyadskiy	2021-01-06	34820
6eb6fa22-1563-424b-b99b-a50f5c5c04a8	Egor	Lyadskiy	2007-01-09	
de250184-1ab5-4844-83c9-f1588bfc1470	Dima	Lyadskiy	2032-05-23	
a14c18d0-43d5-4d9e-87cc-f409c5d4a266	Danil	Lyadskiy	2031-11-11	32700
0b6dfd65-4072-42be-826c-5163dc8c8088	Dima	Kostin	2028-07-29	
815df7a1-c76c-4533-adaa-6a1518fb87d4	Egor	Eremenko	2030-09-27	
fafb7697-b2b6-4091-961d-341cade0d965	Andrew	Lyadskiy	2029-01-13	55674
4ccf4e25-23bd-4572-b985-1dbd3e523557	Dima	Lyadskiy	2015-07-09	
bd084d38-54f1-4c48-9224-a3f61ac50707	Andrew	Prudnikov	2029-12-13	
42bf3a0a-1f3f-4f03-9305-82da0e22482b	Danil	Eremenko	2003-12-31	
825c1c86-91f5-4283-9ea8-1ce8db18bdcf	Danil	Prudnikov	2011-02-01	
045236e2-8285-4935-94b1-a2ce8e33747f	Dima	Prudnikov	2018-07-23	42672
4512b441-9960-40a0-8204-04d33a34d3f0	Egor	Prudnikov	2028-12-12	19519
c389f580-45ae-482d-ab34-4d0c8e44ccb4	Danil	Eremenko	2025-06-30	55197
96fa118c-7829-4cdc-988f-31d89024eefe	Danil	Prudnikov	2027-06-01	
23ce90f0-18fb-4dc8-b231-68335ce92383	Egor	Kostin	2006-12-12	54537
824fa578-063f-43b5-8839-218009dd438f	Andrew	Kostin	2014-03-06	
80713570-c9dd-4006-a9a3-4782c02973dd	Andrew	Eremenko	2017-10-14	50433
c53d3920-d341-4ed5-9581-10fb0cbdda08	Danil	Kostin	2013-08-25	49240
36ea4ac8-1aac-4bd6-80f3-ac64941dedbc	Andrew	Eremenko	2013-06-25	
15ae31de-1180-4529-9493-99c4281e7bbd	Danil	Prudnikov	2015-10-04	24432
16d0fc62-be87-4585-bb27-6ff93874bdae	Andrew	Eremenko	2011-05-31	
1b513c23-32f3-49cf-ae63-52b5fb1f2d6f	Danil	Eremenko	2005-10-21	47121
d8c1a3dc-b235-4c58-9556-d59ca8960916	Dima	Eremenko	2016-12-27	
fca505bf-4fdd-45bf-b8ef-2851b57154fe	Danil	Eremenko	2014-08-30	15974
7d51b92a-c4c6-42be-a8dc-89cc9432e0ab	Dima	Prudnikov	2003-09-15	
54eb0381-be33-4230-baef-dfddd8bb95f5	Egor	Lyadskiy	2027-08-19	31336
89d870e0-08de-40ee-a874-0d2a82e9db0d	Andrew	Lyadskiy	2009-12-18	
7deb7760-7550-4d9e-b1da-c81945a0f9b6	Egor	Eremenko	2006-07-14	
eab74d38-fba5-4ded-8fec-31c95db36101	Egor	Prudnikov	2003-06-25	13722
e1b9b08d-c8e5-4c89-a8b6-ac53b71b68c1	Egor	Prudnikov	2004-12-09	
7419b098-ee95-4e2a-8e87-9e27a62d9393	Egor	Prudnikov	2014-03-10	
301bf2f9-09b9-4efc-90bd-49500d2cd51c	Andrew	Lyadskiy	2007-06-16	
5790cbfb-2f4a-4530-ad9f-af0a4fc833ed	Andrew	Kostin	2022-03-17	19404
b81a76c9-1ebf-4117-a7df-3242fc54a1e0	Dima	Eremenko	2014-04-17	
a57903f2-56cd-4308-9c55-6b5f1b9e973f	Dima	Lyadskiy	2027-09-19	
70b1b4b4-b2ac-4240-8329-0d2d7f223430	Egor	Eremenko	2023-04-25	62029
456e79dc-ca12-4af4-940d-c028c64ff643	Danil	Prudnikov	2029-03-05	
98252e47-5f6c-4264-b47d-f73989b3a6e5	Dima	Lyadskiy	2008-06-03	29399
76ad9396-a96a-47c3-8647-4d8bdcfb5020	Andrew	Prudnikov	2012-06-29	
62ba79f6-f81d-424e-8da5-663f2e37fe04	Egor	Kostin	2006-10-09	
400cb818-7c3d-45fa-854a-4458e43beff5	Danil	Lyadskiy	2004-03-31	60674
7f69aaf5-9446-4c96-912f-b60a3f443926	Andrew	Eremenko	2008-01-14	
526f6469-f690-41c8-b416-09f3c8afe73b	Andrew	Eremenko	2020-12-06	45597
66c9f6bd-6c85-471f-96a2-004a4b67f8a6	Egor	Eremenko	2032-06-19	
ee4b8ad9-9484-4d9c-9a44-8f73171e5a53	Danil	Lyadskiy	2007-12-24	
4682a897-ea9e-4b92-b963-80078d4722b8	Andrew	Kostin	2016-12-25	
b4a93c7d-efc9-462c-9d95-7e20952d8c09	Egor	Lyadskiy	2005-05-22	61503
36f50af7-1c70-424f-922c-d3cbe7d73bc8	Andrew	Eremenko	2020-12-06	
ecdf54d7-1b47-437f-991d-9884c8fd043a	Danil	Eremenko	2016-07-05	32578
dcdd46aa-2adf-490f-aa1b-95a89176d90d	Danil	Kostin	2008-05-04	
2ff1982d-ff52-41fa-bea6-0b5c2e22aace	Egor	Eremenko	2009-07-23	
e57823f0-1ca3-4721-a2fa-f8eb4605893e	Danil	Kostin	2025-07-17	43221
79da8b7c-293c-416e-bf17-7dab1a798f56	Andrew	Prudnikov	2031-09-01	
5d42ee2f-6f62-405f-835e-bca1925cdfe9	Andrew	Prudnikov	2031-05-07	
b86e3f5d-df73-4f1d-9e21-8e8051c635ab	Danil	Prudnikov	2023-11-18	
5023584e-a166-4e8f-8648-e46b7e50b3c4	Dima	Prudnikov	2032-07-24	
90e371fd-cefc-48b9-93a9-d6757ad1828c	Danil	Kostin	2033-02-11	
414f2666-ba3b-4898-b32f-6df3821d1ec0	Egor	Kostin	2029-02-08	
5514ec67-cf5d-4f14-9d21-aba26d2cbc9a	Egor	Prudnikov	2029-09-24	
dc4aa487-a8ed-4a28-9ed6-68bafddc2d53	Danil	Eremenko	2027-09-27	64040
5847d42a-2d6d-47a1-9bc3-f700e6d657ef	Dima	Lyadskiy	2008-12-13	55636
3dae3767-360e-493b-8591-f6367dc3730c	Andrew	Eremenko	2031-03-11	
a239ae67-4c1e-4486-b4d8-70de448b5f41	Egor	Kostin	2026-01-17	
eceacb4a-2d9e-44aa-86a1-3160b9d734c4	Danil	Prudnikov	2031-11-11	
acebee58-9754-496c-a03b-34457f7ebf85	Andrew	Eremenko	2017-03-18	
72b399fa-f7c7-4a11-a365-fe0c304eeff6	Dima	Eremenko	2011-12-19	18711
e5dc727e-9c90-4ed4-b407-fca4f6a9243d	Danil	Lyadskiy	2021-06-06	
e3226f1c-732e-447b-b014-4d84aac8aa55	Danil	Lyadskiy	2023-01-20	
5a3485f7-1141-4da2-ac14-b30560049c53	Dima	Lyadskiy	2011-08-17	19712
5ee23cde-4025-4945-9ece-bf956e8b28f7	Danil	Kostin	2021-12-11	
5dfeefda-90c1-4800-9ee6-4d6831630027	Egor	Kostin	2025-10-06	
c3f8eeb4-7fe0-4a9c-a3fd-46c7cdddcd61	Dima	Prudnikov	2020-03-31	
941d716e-b83c-47b9-8ec0-a44916c3d5ff	Danil	Prudnikov	2001-11-15	
6e3e7acf-4085-441f-8fc8-d28f73380a6c	Danil	Prudnikov	2008-04-21	
83194dee-909e-451e-8211-646159862a11	Danil	Eremenko	2010-03-04	
95e35ce4-e4ee-4a1f-81ed-5e35c2f67c72	Dima	Prudnikov	2023-11-17	61215
45144083-519d-42e9-af7b-2fb3fc6d2bdf	Dima	Prudnikov	2023-08-09	12210
bea4d9c0-a728-4a3a-ba47-09f97856045a	Andrew	Lyadskiy	2027-04-15	17610
77f4a370-89d7-402c-bc5a-bed1604ee9cc	Egor	Prudnikov	2029-10-28	43127
44ad9ad8-0375-4d52-8d29-9f78e7ff0649	Danil	Prudnikov	2015-08-25	
a87d0778-e792-45a2-9acc-bb6ccc7c332c	Dima	Prudnikov	2027-07-21	
cbab6cda-4fd5-442b-ac91-564007331f13	Egor	Lyadskiy	2021-06-25	50563
af0dcd7c-f540-403f-9868-0b262750ff8e	Dima	Kostin	2014-07-28	
801e30a0-0f62-48f7-9d6c-c750fe1879a3	Dima	Prudnikov	2028-12-23	19894
9a6523e3-4587-47c6-b46e-e1d38afa1d47	Danil	Kostin	2017-05-31	
13c1a61d-12b6-442d-8627-08bf1ee643b4	Danil	Prudnikov	2029-05-17	
0a5761e0-e077-40b6-9600-38837b4e499f	Andrew	Lyadskiy	2020-12-03	2063
c6668cbd-88a5-4e95-8a15-3fbea79f6dcb	Egor	Kostin	2021-05-21	
bab9c3d2-c620-4ea4-a72e-64127a8d0fac	Egor	Lyadskiy	2003-08-05	9596
1e9dcf8c-cb58-4eed-9ba2-83ff0915ea9f	Danil	Lyadskiy	2001-10-31	10675
e8321dd2-aa49-4925-9496-3bcb65f4e010	Dima	Kostin	2026-02-25	18669
337d651f-82b0-4841-8d20-ce82a4a15f50	Andrew	Eremenko	2018-02-27	56222
1092f559-e254-484c-a3eb-b2f1875b5013	Egor	Eremenko	2032-11-18	
04f2b5a8-b9d7-4ad2-a6ab-e725866002ff	Danil	Kostin	2005-02-11	
cfecbb5b-2998-4507-bd82-79e60706fea6	Dima	Eremenko	2031-07-15	33786
cc1d2629-955c-4a07-9d78-6802e9b2b05b	Danil	Eremenko	2014-04-30	48907
ea628d26-6c2e-43e6-9373-c095210904bc	Dima	Eremenko	2005-07-28	
172bcc50-71f7-4f63-9729-1022723dd02b	Andrew	Prudnikov	2004-08-11	
d4f793b5-f233-4cd0-bfd2-cdd4e4477bad	Dima	Kostin	2015-01-27	
f5feb938-c4d3-4c79-82fc-c0dd3adfda99	Dima	Eremenko	2018-02-01	9073
50552333-fec2-4a72-bdba-78ae727a64ed	Dima	Lyadskiy	2005-06-08	4807
0cf78eae-f3c9-4604-a4a5-f77119dde12e	Dima	Lyadskiy	2005-04-17	
ef49a285-f7f4-4e9c-afa7-c1c138e32246	Dima	Prudnikov	2011-09-06	39
83ab598a-b96a-40f0-8c6e-db7533bf934b	Dima	Kostin	2028-02-10	5029
908e6bc4-2e72-4115-aac9-7eec9a4e9355	Danil	Prudnikov	2028-10-31	63937
4609172b-0e8e-4fea-bb8b-c33c7b5315a9	Andrew	Prudnikov	2026-05-04	54665
b7e8788b-107e-4d73-8dda-6db335f6737f	Egor	Kostin	2032-01-03	
07bff656-8d16-4a17-8824-69648a874a66	Andrew	Prudnikov	2012-02-02	
2bfaff01-56e0-459c-b2b4-1eac377e79e6	Andrew	Kostin	2031-07-01	
b47a23f8-8e12-41ec-91ee-3bf15f76de25	Danil	Prudnikov	2021-07-02	
c254bcf1-399e-498a-b2cd-47e12f358f2b	Dima	Lyadskiy	2025-06-08	
6e0d9002-ee54-4694-ac5f-a989edca053f	Dima	Kostin	2002-08-04	
cac40600-e1e8-44f1-85b2-8841ebf9f142	Danil	Prudnikov	2007-01-18	
d7f4f9ad-0d34-42b9-96ce-a67a74eae668	Danil	Prudnikov	2031-04-06	42264
c3d3ed5d-5c56-4c60-9323-ba1e82c5e8e8	Dima	Lyadskiy	2029-07-29	
92a01392-2263-4bc1-861d-5db206934e88	Dima	Lyadskiy	2007-12-26	61266
858e9775-e92d-44fb-a614-68a88b35350b	Dima	Kostin	2004-03-24	44075
7c55c33d-5a9a-4f2b-8a54-fc7f77552905	Egor	Lyadskiy	2019-07-06	3798
f4ea7153-1066-4652-90ae-04894a7a9eeb	Dima	Prudnikov	2021-01-23	58799
915d5b60-94b5-460a-80f0-69a886f4cef5	Egor	Kostin	2018-11-25	20811
52985e98-1dbb-45cc-bfee-8a1af3a2e3e5	Dima	Prudnikov	2005-08-12	25429
59376e7e-e91a-4a87-a3fb-8f70e1b96b3e	Dima	Prudnikov	2016-10-11	58632
88904f22-f927-4b5c-810d-261a63929477	Dima	Kostin	2016-03-25	62547
24a6de33-888a-403c-932e-2e0f329e46f4	Andrew	Prudnikov	2019-11-15	
a6838dd3-89d3-44ac-ba3a-aa70f5da54aa	Egor	Lyadskiy	2025-01-06	19228
23d3854f-12bc-43f3-a1b3-25e62bbac11c	Dima	Lyadskiy	2030-12-16	
024e0a04-96ad-40f2-9b90-5b3e59189b2b	Andrew	Kostin	2030-01-17	53579
1bab9d47-9e6e-4c24-b3cc-29653c20407b	Danil	Lyadskiy	2027-08-02	
5f9274ab-b037-4fc4-9f71-1e3bf7b9baa7	Egor	Kostin	2032-09-10	24873
12b062d7-4c79-4b85-a1f7-e78e512c130a	Danil	Prudnikov	2017-07-16	
16a1366c-c4e9-4524-8aba-a3669f4e2267	Danil	Lyadskiy	2006-06-17	
b37787c1-7c9a-4514-bddb-7ba7266c1f14	Andrew	Kostin	2008-04-29	
2bafc35d-2c53-4da1-bf86-b6d1f57fb22f	Dima	Prudnikov	2026-12-10	53140
e80a3e2e-0026-4c5b-b8ca-724e3b5a5f2c	Egor	Prudnikov	2018-11-12	64922
83feef0d-ff5d-4707-8569-2e924acd978d	Dima	Kostin	2025-08-14	
e3a0efc4-4f5e-4d79-b50b-b8db3ce4943e	Danil	Kostin	2017-08-17	
183c779f-571c-4926-8d91-457249fb0377	Dima	Lyadskiy	2032-09-29	4439
12b6157b-ac5a-4c7c-9f80-a34b00185d9e	Danil	Eremenko	2010-02-16	41792
fed61e85-172f-43ad-92dd-3c615d146613	Danil	Kostin	2031-05-27	21397
a5113471-b096-4e4b-9191-999c84074c95	Egor	Lyadskiy	2012-08-26	48065
90710999-cafa-4066-863b-8fad555d0b39	Egor	Kostin	2031-06-18	
cd6f7361-b1f7-40f8-b8af-b4c566cb9ae4	Danil	Kostin	2010-10-07	
fc15b4cf-9d11-4424-b902-a6b746147def	Egor	Eremenko	2026-10-23	29607
1d623a92-e53a-413a-b05b-54ceadcec622	Andrew	Kostin	2016-04-24	
04156585-6a49-4162-b63a-6186a6fb23f6	Egor	Prudnikov	2021-06-12	
a452e4a5-432d-4722-83a4-8722ceb47b12	Dima	Eremenko	2008-02-09	58688
6e0fd6ef-1ab6-4534-b7b0-bfc33c2b20d2	Dima	Lyadskiy	2013-04-29	48310
96c1851e-baf2-4f40-b198-12d2aa41e3c0	Dima	Kostin	2007-01-01	30725
fad5d8b7-877f-4753-9e81-0930515f84b9	Egor	Lyadskiy	2012-08-24	34437
d6d30674-29ad-451a-8fe3-1225893429f2	Egor	Prudnikov	2009-04-28	
6db4ecca-a863-4b0b-9902-824810b7bed9	Andrew	Eremenko	2014-04-06	54410
102620e4-a88a-413c-8183-82b802f21590	Andrew	Eremenko	2002-06-20	
abef4dc2-fc6a-46a7-918a-83335c4e99a2	Egor	Lyadskiy	2009-11-09	
d187147b-0c74-4ea3-ae0b-0c8f73c46695	Danil	Prudnikov	2013-05-02	
3773ca9f-0232-4961-a199-86c41341d14a	Egor	Lyadskiy	2022-07-02	42874
9db55329-51ca-483f-9543-dad6dd72d051	Andrew	Kostin	2030-09-10	
1851de22-dccf-4946-b380-da484643ab27	Danil	Lyadskiy	2007-09-24	48401
3417d83d-df15-48b3-8d24-84d253762bde	Danil	Prudnikov	2006-09-08	
b23cf37f-5551-4769-9689-8516ab826481	Danil	Prudnikov	2024-09-10	13755
15cb8f00-25ae-47a3-9510-5141e9a0373b	Dima	Kostin	2023-01-23	37896
330b353d-cc2e-462c-ab40-fafa36da14a2	Egor	Prudnikov	2021-04-15	32896
86b6290f-20f9-4ff8-a52d-0c5942412a24	Egor	Kostin	2027-10-19	19516
6da034ed-76e8-4a8b-a8a4-01d4b3c51279	Andrew	Kostin	2020-10-29	51983
d66358a9-20bc-4270-889a-0371916fb1b9	Dima	Lyadskiy	2021-08-27	38758
8332e939-5954-49e1-a79d-70f287601636	Dima	Lyadskiy	2012-02-23	
53223df5-af2b-48d7-bc2e-9fb8ce55d173	Andrew	Eremenko	2015-06-27	
b4c91c41-23ca-4ff9-8833-5204e2e6cf71	Dima	Kostin	2002-04-11	13585
bbc60a35-8f1f-4d85-a5f4-d9de850175a6	Dima	Eremenko	2008-02-16	13827
4f623b40-2e6a-4607-9ffd-4a8e88a8d558	Andrew	Prudnikov	2010-11-10	45425
1e4a7af0-9bd5-43ed-acb1-4e0de34f813b	Danil	Lyadskiy	2028-05-13	14826
eff0f77b-d411-4626-bd61-a52eda9f0d98	Egor	Prudnikov	2004-01-20	
f4cef2f0-3250-44c9-b0b8-e9271277fd55	Dima	Eremenko	2023-01-02	
c6b4afe2-137b-41c8-a110-360612d01a0d	Egor	Eremenko	2022-07-02	7507
1180dee7-d6ff-4275-9a82-ab3a94e0dc55	Andrew	Eremenko	2005-11-20	
b3ee2422-74ee-491c-9d19-89d7aa048273	Dima	Prudnikov	2005-03-21	44223
7898e3d6-ef99-4b20-a74f-6e6244e24046	Dima	Prudnikov	2031-07-28	41803
eaf94d60-c9a1-491e-8bed-a39ec582fbd0	Dima	Lyadskiy	2029-12-29	55754
a63d69de-874c-42b0-93a8-f34772fbb9a2	Dima	Lyadskiy	2017-05-16	
121c0bb8-ea61-4c59-8d2b-166b9356e864	Egor	Kostin	2007-10-17	4968
e207528a-e212-42f8-86ac-11f661020fbc	Danil	Lyadskiy	2026-10-24	
7d6fd4e5-d4d7-454b-873a-f87ba0c17e00	Andrew	Lyadskiy	2003-11-16	1498
8777ae86-65c2-4948-818d-8c484324ebdc	Egor	Kostin	2018-01-03	28792
06a07e86-a800-443d-bf24-3466f6aca959	Dima	Eremenko	2003-09-24	
1ed809af-4c51-46fc-9c85-256a616d8611	Dima	Lyadskiy	2002-08-10	
fc5a69b1-4b00-4167-8b6f-3a943a6b5bf1	Egor	Prudnikov	2032-11-03	
